1.89000										
1.34400										
1.29600										
1.32900										
1.31200										
1.31300									C++ lowest	A
1.32800										
1.32800									Mean	1.292228
1.31200									Standard error	0.001027208
1.32800									Median	1.296
1.29700									Mode	1.297
1.32800									Standard deviation	0.032483183
1.31300									Sample variance	0.001055157
1.29600									Kurtosis	128.1793906
1.31300									Skewness	8.50780845
1.31200									Range	0.655
1.32800									Minimum	1.235
1.29700									Maximum	1.89
1.31300									Sum	1292.228
1.31200									Count	1000
1.32800									Confidence level(95.0%)	0.002015734
1.29700									Upper Cl(95%)	1.294243734
1.32800									Lowest Cl(95%)	1.290212266
1.31300										
1.29700										
1.29700										
1.29700										
1.31200										
1.31300										
1.31200										
1.31300										
1.31200										
1.31300										
1.31200										
1.31300										
1.31200										
1.31300										
1.31300										
1.32800										
1.31200										
1.29700										
1.31300										
1.31200										
1.31300										
1.31200										
1.31300										
1.32800										
1.31200										
1.31300										
1.31200										
1.29700										
1.31300										
1.31200										
1.31300										
1.31200										
1.29700										
1.29700										
1.32800										
1.32800										
1.29700										
1.29700										
1.31200										
1.31300										
1.31200										
1.32900										
1.29600										
1.31300										
1.29700										
1.29700										
1.31300										
1.31200										
1.31300										
1.29700										
1.31300										
1.29700										
1.32800										
1.31200										
1.31300										
1.31200										
1.29700										
1.31200										
1.29700										
1.29700										
1.29700										
1.32800										
1.31200										
1.29700										
1.29700										
1.29600										
1.29700										
1.31300										
1.29700										
1.32800										
1.31200										
1.31300										
1.29700										
1.29700										
1.28100										
1.29700										
1.31300										
1.29700										
1.29700										
1.28100										
1.29700										
1.31300										
1.28200										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.28100										
1.28200										
1.31200										
1.29700										
1.29700										
1.29700										
1.29700										
1.28100										
1.28200										
1.31200										
1.31300										
1.29700										
1.29600										
1.29700										
1.29700										
1.29700										
1.32800										
1.28100										
1.28100										
1.29700										
1.29700										
1.29700										
1.31200										
1.28100										
1.28200										
1.28100										
1.29700										
1.28100										
1.26500										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.32800										
1.31300										
1.31200										
1.29700										
1.29700										
1.31200										
1.29700										
1.29700										
1.31300										
1.29600										
1.31300										
1.28100										
1.29700										
1.29700										
1.29600										
1.31300										
1.29700										
1.31200										
1.31300										
1.31200										
1.31300										
1.29700										
1.31300										
1.29700										
1.29700										
1.31300										
1.29700										
1.29700										
1.28100										
1.31200										
1.31300										
1.29700										
1.28100										
1.29700										
1.29600										
1.29700										
1.31300										
1.29700										
1.35900										
1.39100										
1.42200										
1.42100										
1.56300										
1.53100										
1.53100										
1.43800										
1.45300										
1.29700										
1.31200										
1.31300										
1.31200										
1.31300										
1.29600										
1.50000										
1.37500										
1.29700										
1.31200										
1.32900										
1.29600										
1.29700										
1.29700										
1.31200										
1.29700										
1.29700										
1.29700										
1.31200										
1.29700										
1.31300										
1.29700										
1.29700										
1.29600										
1.29700										
1.29700										
1.29700										
1.29700										
1.31200										
1.29700										
1.43700										
1.32900										
1.29600										
1.29700										
1.29700										
1.29700										
1.31300										
1.29600										
1.31300										
1.29700										
1.29700										
1.31200										
1.29700										
1.29700										
1.29700										
1.31200										
1.29700										
1.28100										
1.31300										
1.32800										
1.29700										
1.31200										
1.29700										
1.32800										
1.29700										
1.29700										
1.32800										
1.29700										
1.31300										
1.31200										
1.29700										
1.28100										
1.28100										
1.29700										
1.28100										
1.28200										
1.28100										
1.28100										
1.28100										
1.28200										
1.29600										
1.28200										
1.28200										
1.28100										
1.29700										
1.28200										
1.29600										
1.28200										
1.29700										
1.28100										
1.29700										
1.29700										
1.31200										
1.31300										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.29600										
1.31300										
1.29700										
1.29700										
1.28200										
1.28100										
1.28100										
1.26600										
1.26600										
1.26500										
1.28100										
1.28200										
1.28100										
1.28100										
1.28100										
1.26600										
1.28100										
1.28100										
1.26500										
1.26600										
1.29700										
1.28100										
1.26500										
1.26600										
1.29700										
1.28100										
1.28100										
1.28100										
1.29700										
1.29700										
1.28100										
1.29600										
1.28200										
1.31200										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.31300										
1.29700										
1.31200										
1.29700										
1.29700										
1.26500										
1.28100										
1.26600										
1.29700										
1.29700										
1.31200										
1.28100										
1.29700										
1.28200										
1.28100										
1.28100										
1.29700										
1.28100										
1.28100										
1.28200										
1.28200										
1.28100										
1.28200										
1.26500										
1.29700										
1.29700										
1.29700										
1.28100										
1.29700										
1.31300										
1.32800										
1.28100										
1.29600										
1.31300										
1.29700										
1.26500										
1.29700										
1.29700										
1.29700										
1.29700										
1.29700										
1.31300										
1.28100										
1.26600										
1.28100										
1.29700										
1.31200										
1.28200										
1.26600										
1.29700										
1.26600										
1.26600										
1.26500										
1.28100										
1.28200										
1.28100										
1.28100										
1.28100										
1.29700										
1.28200										
1.26500										
1.28100										
1.26600										
1.28100										
1.26600										
1.26600										
1.28100										
1.26500										
1.26600										
1.26600										
1.28100										
1.26600										
1.28100										
1.28200										
1.26500										
1.26600										
1.25000										
1.26600										
1.26500										
1.28200										
1.28100										
1.26600										
1.28100										
1.29700										
1.26500										
1.29700										
1.28100										
1.28200										
1.26500										
1.26600										
1.26500										
1.29700										
1.26600										
1.28100										
1.26600										
1.28100										
1.26500										
1.26600										
1.28100										
1.28200										
1.26500										
1.28100										
1.26600										
1.29700										
1.26600										
1.26500										
1.26600										
1.28100										
1.28100										
1.28200										
1.28100										
1.28100										
1.28100										
1.28200										
1.26500										
1.26600										
1.29700										
1.28100										
1.29700										
1.28100										
1.31300										
1.29600										
1.28200										
1.29700										
1.28100										
1.28100										
1.31300										
1.28100										
1.28100										
1.31300										
1.29600										
1.29700										
1.31300										
1.28100										
1.29700										
1.28100										
1.32800										
1.28100										
1.29700										
1.31300										
1.29600										
1.28100										
1.29700										
1.31300										
1.29700										
1.31200										
1.29700										
1.28100										
1.28100										
1.31300										
1.28100										
1.29700										
1.29700										
1.29600										
1.28200										
1.29700										
1.29700										
1.31300										
1.28100										
1.31200										
1.29700										
1.29700										
1.29700										
1.29700										
1.28100										
1.29700										
1.32800										
1.28100										
1.28100										
1.31300										
1.29700										
1.28100										
1.28100										
1.29700										
1.29700										
1.26500										
1.28200										
1.28100										
1.29700										
1.28200										
1.32800										
1.28100										
1.28100										
1.28100										
1.28100										
1.29700										
1.28200										
1.29600										
1.29700										
1.29700										
1.29700										
1.29700										
1.29700										
1.29700										
1.29700										
1.31200										
1.29700										
1.28100										
1.29700										
1.31300										
1.29600										
1.28200										
1.31200										
1.29700										
1.28100										
1.32800										
1.29700										
1.31300										
1.28100										
1.29700										
1.28100										
1.31300										
1.28100										
1.28100										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.26500										
1.31300										
1.29700										
1.28100										
1.29700										
1.28200										
1.29600										
1.28200										
1.28100										
1.28100										
1.29700										
1.29700										
1.26600										
1.29700										
1.28100										
1.28200										
1.29600										
1.29700										
1.28200										
1.29600										
1.29700										
1.29700										
1.31300										
1.29700										
1.29700										
1.28100										
1.28200										
1.31200										
1.29700										
1.29700										
1.28100										
1.31300										
1.29700										
1.31300										
1.28100										
1.28100										
1.28100										
1.28200										
1.28100										
1.28200										
1.28100										
1.31200										
1.28200										
1.28200										
1.29600										
1.29700										
1.29700										
1.31300										
1.29700										
1.29600										
1.28200										
1.29700										
1.28100										
1.28100										
1.29700										
1.28100										
1.31200										
1.29700										
1.29700										
1.31300										
1.31200										
1.29700										
1.31200										
1.28100										
1.28200										
1.29600										
1.31300										
1.29700										
1.28200										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.28100										
1.28200										
1.26500										
1.28100										
1.28100										
1.28200										
1.26500										
1.26600										
1.26500										
1.26600										
1.26500										
1.26600										
1.26500										
1.28100										
1.28200										
1.26500										
1.26600										
1.26600										
1.26500										
1.26600										
1.28100										
1.26600										
1.29700										
1.28100										
1.26500										
1.26600										
1.26500										
1.28200										
1.29600										
1.28200										
1.28100										
1.28100										
1.26600										
1.26500										
1.25000										
1.26600										
1.28100										
1.26600										
1.28100										
1.28100										
1.28200										
1.25000										
1.29700										
1.26500										
1.26600										
1.26600										
1.28100										
1.31300										
1.26500										
1.26600										
1.26600										
1.29700										
1.28100										
1.28100										
1.29700										
1.28100										
1.25000										
1.28100										
1.26600										
1.25000										
1.26600										
1.26500										
1.26600										
1.26500										
1.28200										
1.28100										
1.26600										
1.28100										
1.26500										
1.28200										
1.26500										
1.26600										
1.26500										
1.26600										
1.26600										
1.28100										
1.26600										
1.26600										
1.28100										
1.28100										
1.28100										
1.28200										
1.28100										
1.26500										
1.28200										
1.29700										
1.28100										
1.28100										
1.28100										
1.28100										
1.28100										
1.28200										
1.28200										
1.29600										
1.29700										
1.28200										
1.28100										
1.28100										
1.29700										
1.29700										
1.29700										
1.28100										
1.32800										
1.28200										
1.31200										
1.28100										
1.29700										
1.28100										
1.31300										
1.28100										
1.31200										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.31300										
1.28200										
1.29700										
1.28100										
1.29700										
1.28100										
1.29600										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.31200										
1.29700										
1.29700										
1.31300										
1.29600										
1.29700										
1.29700										
1.29700										
1.29700										
1.29700										
1.28100										
1.29700										
1.28100										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.29600										
1.28200										
1.29700										
1.28100										
1.29700										
1.29700										
1.28100										
1.28100										
1.28100										
1.28200										
1.29600										
1.28200										
1.26500										
1.28200										
1.28100										
1.29700										
1.29700										
1.28100										
1.29700										
1.31300										
1.28100										
1.28100										
1.29700										
1.31300										
1.28100										
1.29700										
1.32800										
1.28100										
1.26500										
